type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-10-04 12:48:42,49.67323742,18.48051071,3.79,400.308,,26.930,58,32,36,,
T,2024-10-04 12:48:43,49.67335958,18.48082596,3.79,400.336,,26.790,59,32,36,,
T,2024-10-04 12:48:44,49.67348818,18.48113986,3.79,400.362,,26.630,59,33,38,,
T,2024-10-04 12:48:45,49.67361041,18.48145577,3.79,400.227,,26.370,59,35,38,,
T,2024-10-04 12:48:46,49.67373176,18.48176586,3.79,400.438,,26.160,59,34,37,,
T,2024-10-04 12:48:47,49.67385162,18.48207425,3.79,400.722,,25.930,59,33,36,,
T,2024-10-04 12:48:48,49.67397142,18.48237977,3.79,400.833,,25.790,59,34,37,,
T,2024-10-04 12:48:49,49.67409243,18.48268577,3.79,401.098,,25.690,59,35,38,,
T,2024-10-04 12:48:50,49.67421287,18.48298670,3.79,401.349,,25.570,59,34,38,,
T,2024-10-04 12:48:51,49.67433181,18.48328991,3.79,401.771,,25.460,59,32,38,,
T,2024-10-04 12:48:52,49.67444852,18.48358814,3.79,402.142,,25.340,59,32,38,,
T,2024-10-04 12:48:53,49.67456745,18.48388770,3.79,402.477,,25.320,59,32,38,,
T,2024-10-04 12:48:54,49.67468826,18.48418811,3.79,402.872,,25.280,59,32,38,,
T,2024-10-04 12:48:55,49.67480688,18.48448782,3.79,403.196,,25.290,59,33,38,,
T,2024-10-04 12:48:56,49.67492673,18.48478696,3.79,403.551,,25.320,59,33,37,,
T,2024-10-04 12:48:57,49.67504623,18.48508753,3.79,403.813,,25.380,59,33,38,,
T,2024-10-04 12:48:58,49.67516322,18.48538768,3.79,404.067,,25.470,59,34,38,,
T,2024-10-04 12:48:59,49.67528183,18.48569025,3.79,404.344,,25.630,59,34,38,,
T,2024-10-04 12:49:00,49.67540229,18.48599334,3.79,404.692,,25.770,59,33,39,,
T,2024-10-04 12:49:01,49.67552202,18.48630146,3.79,404.945,,25.890,59,34,37,,
T,2024-10-04 12:49:02,49.67564081,18.48661350,3.79,404.970,,25.970,59,34,37,,
T,2024-10-04 12:49:03,49.67576071,18.48692099,3.79,405.250,,26.070,59,35,39,,
T,2024-10-04 12:49:04,49.67588518,18.48723154,3.79,405.570,,26.170,59,35,39,,
T,2024-10-04 12:49:05,49.67600683,18.48754419,3.79,405.785,,26.250,60,35,39,,
T,2024-10-04 12:49:06,49.67612619,18.48785824,3.79,406.059,,26.330,60,34,38,,
T,2024-10-04 12:49:07,49.67624667,18.48817029,3.79,406.613,,26.420,60,34,38,,
T,2024-10-04 12:49:08,49.67636732,18.48848612,3.79,406.943,,26.510,60,35,39,,
T,2024-10-04 12:49:09,49.67648780,18.48880479,3.79,407.007,,26.570,60,35,39,,
T,2024-10-04 12:49:10,49.67660811,18.48912915,3.79,407.276,,26.670,60,35,39,,
T,2024-10-04 12:49:11,49.67672817,18.48944987,3.79,407.649,,26.780,60,35,39,,
T,2024-10-04 12:49:12,49.67685011,18.48976988,3.79,408.008,,26.850,60,35,39,,
T,2024-10-04 12:49:13,49.67697138,18.49009299,3.79,408.176,,26.910,60,35,39,,
T,2024-10-04 12:49:14,49.67708804,18.49041880,3.79,408.211,,26.940,60,35,40,,
T,2024-10-04 12:49:15,49.67720786,18.49074618,3.79,408.209,,26.900,60,36,40,,
T,2024-10-04 12:49:16,49.67732621,18.49106663,3.79,408.172,,26.790,61,36,40,,
T,2024-10-04 12:49:17,49.67744500,18.49138854,3.79,408.034,,26.610,61,36,40,,
T,2024-10-04 12:49:18,49.67756174,18.49170694,3.79,407.876,,26.420,61,35,39,,
T,2024-10-04 12:49:19,49.67768005,18.49202272,3.79,407.929,,26.240,61,35,39,,
T,2024-10-04 12:49:20,49.67779077,18.49234456,3.79,407.777,,26.070,61,35,39,,
T,2024-10-04 12:49:21,49.67790586,18.49266257,3.79,407.842,,25.940,61,35,39,,
T,2024-10-04 12:49:22,49.67801798,18.49297326,3.79,407.469,,25.860,61,34,38,,
T,2024-10-04 12:49:23,49.67813410,18.49328514,3.79,407.559,,25.810,60,34,38,,
T,2024-10-04 12:49:24,49.67824860,18.49359029,3.79,407.411,,25.750,60,34,39,,
T,2024-10-04 12:49:25,49.67836150,18.49389789,3.79,407.316,,25.740,61,34,37,,
T,2024-10-04 12:49:26,49.67847683,18.49421163,3.79,407.153,,25.740,61,34,37,,
T,2024-10-04 12:49:27,49.67859030,18.49452567,3.79,406.849,,25.750,61,34,37,,
T,2024-10-04 12:49:28,49.67870408,18.49483585,3.79,406.639,,25.760,61,34,38,,
T,2024-10-04 12:49:29,49.67881391,18.49515124,3.79,406.451,,25.760,61,36,40,,
T,2024-10-04 12:49:30,49.67892546,18.49546436,3.79,406.423,,25.800,61,36,40,,
T,2024-10-04 12:49:31,49.67904128,18.49578092,3.79,406.001,,25.930,61,35,39,,
T,2024-10-04 12:49:32,49.67915453,18.49609919,3.79,406.018,,26.050,61,35,38,,
T,2024-10-04 12:49:33,49.67926848,18.49641207,3.79,405.799,,26.160,61,35,38,,
T,2024-10-04 12:49:34,49.67938304,18.49672961,3.79,405.799,,26.240,61,35,39,,
T,2024-10-04 12:49:35,49.67949787,18.49704478,3.79,405.515,,26.220,61,35,39,,
T,2024-10-04 12:49:36,49.67960940,18.49736002,3.79,405.134,,26.200,61,35,39,,
T,2024-10-04 12:49:37,49.67972459,18.49767931,3.79,404.913,,26.170,61,35,39,,
T,2024-10-04 12:49:38,49.67983949,18.49799367,3.79,404.821,,26.180,61,35,40,,
T,2024-10-04 12:49:39,49.67995456,18.49831188,3.79,404.721,,26.150,61,35,40,,
T,2024-10-04 12:49:40,49.68007074,18.49862822,3.79,404.698,,26.190,61,35,38,,
T,2024-10-04 12:49:41,49.68018388,18.49894730,3.79,404.755,,26.210,61,35,38,,
T,2024-10-04 12:49:42,49.68029885,18.49926401,3.79,404.824,,26.180,61,35,38,,
T,2024-10-04 12:49:43,49.68041541,18.49957753,3.79,404.954,,26.180,60,35,38,,
T,2024-10-04 12:49:44,49.68053291,18.49989145,3.79,405.031,,26.160,60,35,38,,
T,2024-10-04 12:49:45,49.68064587,18.50020318,3.79,405.114,,26.090,60,35,39,,
T,2024-10-04 12:49:46,49.68076159,18.50051895,3.79,405.336,,25.970,61,35,39,,
T,2024-10-04 12:49:47,49.68087315,18.50083232,3.79,405.558,,25.830,61,35,39,,
T,2024-10-04 12:49:48,49.68098286,18.50114193,3.79,405.951,,25.660,62,35,39,,
T,2024-10-04 12:49:49,49.68109403,18.50145430,3.79,406.363,,25.480,61,35,39,,
T,2024-10-04 12:49:50,49.68120495,18.50176099,3.79,406.765,,25.350,61,35,39,,
T,2024-10-04 12:49:51,49.68131857,18.50206730,3.79,407.066,,25.360,61,35,39,,
T,2024-10-04 12:49:52,49.68143112,18.50237250,3.79,407.488,,25.400,61,35,39,,
T,2024-10-04 12:49:53,49.68154500,18.50268215,3.79,407.683,,25.500,61,35,39,,
T,2024-10-04 12:49:54,49.68165837,18.50299069,3.79,408.198,,25.710,61,35,39,,
T,2024-10-04 12:49:55,49.68177403,18.50330385,3.79,408.760,,25.970,61,34,38,,
T,2024-10-04 12:49:56,49.68189089,18.50362056,3.79,409.302,,26.180,61,34,38,,
T,2024-10-04 12:49:57,49.68200758,18.50394036,3.79,409.882,,26.320,61,34,38,,
T,2024-10-04 12:49:58,49.68212134,18.50425807,3.79,410.068,,26.440,61,34,38,,
T,2024-10-04 12:49:59,49.68223831,18.50457621,3.79,410.485,,26.500,61,35,39,,
T,2024-10-04 12:50:00,49.68235619,18.50489883,3.79,410.657,,26.520,61,35,39,,
T,2024-10-04 12:50:01,49.68247215,18.50522188,3.79,410.815,,26.510,61,35,39,,
T,2024-10-04 12:50:02,49.68258767,18.50554024,3.79,411.087,,26.550,61,35,39,,
T,2024-10-04 12:50:03,49.68270184,18.50586395,3.79,411.286,,26.600,61,35,40,,
T,2024-10-04 12:50:04,49.68281856,18.50618787,3.79,411.374,,26.680,61,35,41,,
T,2024-10-04 12:50:05,49.68293480,18.50651135,3.79,411.356,,26.770,61,35,40,,
T,2024-10-04 12:50:06,49.68305556,18.50683546,3.79,411.431,,26.830,60,35,39,,
T,2024-10-04 12:50:07,49.68317626,18.50715939,3.79,411.660,,26.920,60,35,39,,
T,2024-10-04 12:50:08,49.68329888,18.50748756,3.79,411.447,,27.020,60,35,40,,
T,2024-10-04 12:50:09,49.68341704,18.50781542,3.79,411.223,,27.110,60,35,40,,
T,2024-10-04 12:50:10,49.68354405,18.50813774,3.79,411.344,,27.170,60,35,40,,
T,2024-10-04 12:50:11,49.68366560,18.50846161,3.79,411.182,,27.200,59,35,40,,
T,2024-10-04 12:50:12,49.68379392,18.50878077,3.79,411.103,,27.210,59,35,40,,
T,2024-10-04 12:50:13,49.68391673,18.50910479,3.79,410.919,,27.170,59,35,40,,
T,2024-10-04 12:50:14,49.68404263,18.50942611,3.79,410.925,,27.130,58,35,40,,
T,2024-10-04 12:50:15,49.68417157,18.50974771,3.79,410.741,,27.100,58,34,40,,
T,2024-10-04 12:50:16,49.68430119,18.51006562,3.79,410.806,,27.060,57,35,40,,
T,2024-10-04 12:50:17,49.68443547,18.51038139,3.79,410.843,,27.020,57,35,40,,
T,2024-10-04 12:50:18,49.68457222,18.51069279,3.79,410.425,,26.980,56,35,40,,
T,2024-10-04 12:50:19,49.68470520,18.51100085,3.79,410.419,,26.950,56,34,39,,
T,2024-10-04 12:50:20,49.68484129,18.51131259,3.79,410.380,,26.920,56,34,39,,
T,2024-10-04 12:50:21,49.68497767,18.51162094,3.79,410.263,,26.890,56,34,39,,
T,2024-10-04 12:50:22,49.68511394,18.51192974,3.79,410.107,,26.840,56,35,39,,
T,2024-10-04 12:50:23,49.68524681,18.51223623,3.79,410.099,,26.770,56,35,39,,
T,2024-10-04 12:50:24,49.68538150,18.51253939,3.79,410.233,,26.730,56,35,39,,
T,2024-10-04 12:50:25,49.68552026,18.51283892,3.79,410.104,,26.710,55,34,39,,
T,2024-10-04 12:50:26,49.68565706,18.51314241,3.79,410.291,,26.680,55,34,39,,
T,2024-10-04 12:50:27,49.68579304,18.51344262,3.79,410.257,,26.640,55,34,40,,
T,2024-10-04 12:50:28,49.68593022,18.51374559,3.79,410.320,,26.580,55,36,40,,
T,2024-10-04 12:50:29,49.68607109,18.51404748,3.79,410.117,,26.540,55,36,40,,
T,2024-10-04 12:50:30,49.68620527,18.51435215,3.79,409.951,,26.470,55,35,39,,
T,2024-10-04 12:50:31,49.68633785,18.51465131,3.79,410.343,,26.400,55,35,39,,
T,2024-10-04 12:50:32,49.68647351,18.51495383,3.79,410.214,,26.330,55,36,40,,
T,2024-10-04 12:50:33,49.68660855,18.51525347,3.79,410.197,,26.230,55,36,40,,
T,2024-10-04 12:50:34,49.68674251,18.51554696,3.79,410.326,,26.110,56,34,39,,
T,2024-10-04 12:50:35,49.68687251,18.51584360,3.79,410.242,,25.950,56,34,39,,
T,2024-10-04 12:50:36,49.68700455,18.51613646,3.79,410.281,,25.800,56,35,40,,
T,2024-10-04 12:50:37,49.68713324,18.51643120,3.79,410.141,,25.650,55,36,40,,
T,2024-10-04 12:50:38,49.68726425,18.51672167,3.79,409.982,,25.610,55,36,40,,
T,2024-10-04 12:50:39,49.68739242,18.51701491,3.79,409.619,,25.560,55,36,40,,
T,2024-10-04 12:50:40,49.68752480,18.51730082,3.79,409.375,,25.570,55,35,39,,
T,2024-10-04 12:50:41,49.68765667,18.51759242,3.79,409.128,,25.580,55,35,39,,
T,2024-10-04 12:50:42,49.68778574,18.51788507,3.79,408.977,,25.590,55,36,40,,
T,2024-10-04 12:50:43,49.68791670,18.51817671,3.79,408.665,,25.510,55,36,40,,
T,2024-10-04 12:50:44,49.68804995,18.51847108,3.79,408.615,,25.810,55,35,39,,
T,2024-10-04 12:50:45,49.68818108,18.51876305,3.79,408.014,,25.580,55,35,39,,
T,2024-10-04 12:50:46,49.68831451,18.51905337,3.79,407.888,,25.560,55,36,39,,
T,2024-10-04 12:50:47,49.68844442,18.51934284,3.79,407.566,,25.530,55,34,38,,
T,2024-10-04 12:50:48,49.68857418,18.51963382,3.79,407.265,,25.500,55,34,38,,
T,2024-10-04 12:50:49,49.68871002,18.51992142,3.79,407.065,,25.460,55,35,39,,
T,2024-10-04 12:50:50,49.68883547,18.52020054,3.79,407.099,,24.780,55,34,39,,
T,2024-10-04 12:50:51,49.68896932,18.52048809,3.79,406.699,,25.330,54,34,39,,
T,2024-10-04 12:50:52,49.68910098,18.52077540,3.79,406.217,,25.300,54,35,39,,
T,2024-10-04 12:50:53,49.68923554,18.52106207,3.79,405.749,,25.250,54,35,39,,
T,2024-10-04 12:50:54,49.68937115,18.52134065,3.79,405.216,,25.230,54,35,39,,
T,2024-10-04 12:50:55,49.68950566,18.52162270,3.79,404.891,,25.220,54,34,38,,
T,2024-10-04 12:50:56,49.68964045,18.52190001,3.79,404.292,,25.210,54,34,38,,
T,2024-10-04 12:50:57,49.68977820,18.52217749,3.79,403.677,,25.290,53,34,38,,
T,2024-10-04 12:50:58,49.68991628,18.52245999,3.79,403.031,,25.380,53,34,38,,
T,2024-10-04 12:50:59,49.69006207,18.52273615,3.79,402.444,,25.460,52,32,38,,
T,2024-10-04 12:51:00,49.69020750,18.52301275,3.79,402.140,,25.500,51,34,38,,
T,2024-10-04 12:51:01,49.69035489,18.52328502,3.79,401.776,,25.530,50,33,37,,
T,2024-10-04 12:51:02,49.69050478,18.52355651,3.79,401.345,,25.590,49,33,37,,
T,2024-10-04 12:51:03,49.69065566,18.52381978,3.79,400.806,,25.620,48,33,37,,
T,2024-10-04 12:51:04,49.69080955,18.52409030,3.79,400.264,,25.650,47,33,36,,
T,2024-10-04 12:51:05,49.69096809,18.52434771,3.79,399.761,,25.720,46,32,34,,
T,2024-10-04 12:51:06,49.69112678,18.52460532,3.79,399.682,,25.780,46,31,34,,
T,2024-10-04 12:51:07,49.69128994,18.52485950,3.79,399.274,,25.840,45,32,36,,
T,2024-10-04 12:51:08,49.69145654,18.52511069,3.79,398.998,,25.880,44,30,34,,
T,2024-10-04 12:51:09,49.69162548,18.52536210,3.79,398.559,,25.940,44,29,35,,
T,2024-10-04 12:51:10,49.69179230,18.52561388,3.79,397.829,,25.900,51,31,35,,
T,2024-10-04 12:51:11,49.69196152,18.52586138,3.79,397.859,,25.680,43,31,35,,
T,2024-10-04 12:51:12,49.69213328,18.52609904,3.79,397.448,,25.630,42,32,37,,
T,2024-10-04 12:51:13,49.69230736,18.52633620,3.79,396.957,,25.780,41,32,37,,
T,2024-10-04 12:51:14,49.69248498,18.52656748,3.79,396.490,,25.890,39,33,38,,
T,2024-10-04 12:51:15,49.69266380,18.52679727,3.79,395.886,,25.710,39,33,38,,
T,2024-10-04 12:51:16,49.69284714,18.52701543,3.79,395.684,,25.800,38,33,38,,
T,2024-10-04 12:51:17,49.69302771,18.52723161,3.79,395.045,,25.600,38,33,38,,
T,2024-10-04 12:51:18,49.69321102,18.52745239,3.79,394.577,,25.740,37,33,38,,
T,2024-10-04 12:51:19,49.69339291,18.52766652,3.79,394.153,,25.680,35,32,37,,
T,2024-10-04 12:51:20,49.69357971,18.52788200,3.79,393.600,,25.710,36,32,37,,
T,2024-10-04 12:51:21,49.69376679,18.52809222,3.79,392.564,,25.650,34,32,38,,
T,2024-10-04 12:51:22,49.69395427,18.52830298,3.79,392.314,,25.610,35,32,38,,
T,2024-10-04 12:51:23,49.69414518,18.52850204,3.79,391.541,,25.590,34,33,39,,
T,2024-10-04 12:51:24,49.69434133,18.52869607,3.79,390.718,,25.520,33,33,38,,
T,2024-10-04 12:51:25,49.69453568,18.52888040,3.79,390.275,,25.450,30,33,38,,
T,2024-10-04 12:51:26,49.69472901,18.52906194,3.79,389.860,,25.430,31,33,39,,
T,2024-10-04 12:51:27,49.69492576,18.52924240,3.79,389.397,,25.410,30,33,39,,
T,2024-10-04 12:51:28,49.69512217,18.52942124,3.79,388.840,,25.410,32,33,38,,
T,2024-10-04 12:51:29,49.69532137,18.52959167,3.79,388.427,,25.420,26,33,37,,
T,2024-10-04 12:51:30,49.69552223,18.52975902,3.79,387.882,,25.330,32,33,36,,
T,2024-10-04 12:51:31,49.69572565,18.52991922,3.79,387.405,,25.410,29,33,36,,
T,2024-10-04 12:51:32,49.69593286,18.53007879,3.79,386.769,,25.420,29,33,37,,
